PTS,AST,TRB,FG%,MP,Player,Season,MVP
3.2973463168267116,3.8353686598991095,1.6347530187955999,-0.1429533947585005,1.6516862492964168,Russell Westbrook,2015,0
3.181395709340634,2.926411121904624,0.9602705427454826,-0.019248699480645868,1.9102310380409249,James Harden,2015,0
2.8501082593804123,1.2789255842896188,1.3396669355236734,0.5992747769086268,1.5870500521102895,Kevin Durant,2015,0
2.833543886882401,3.153650506403246,1.0867360070048795,0.40488168432914096,1.834822141323777,LeBron James,2015,0
2.6844645344003015,0.19953850792116717,2.857252506636437,0.8201760184762243,1.834822141323777,Anthony Davis,2015,0
2.651335789404279,0.7108271230430653,1.3396669355236734,0.01609549917016974,1.7917313431996926,Carmelo Anthony,2015,0
2.634771416906269,0.9948763536663421,3.911131375464745,0.2193246414123595,1.6193681507033535,DeMarcus Cousins,2015,0
2.585078299412235,3.3240800447772116,0.3700983762016298,0.39604563466643705,1.4685503572690572,Stephen Curry,2015,1
2.5188208094201907,-0.08451072270210971,2.857252506636437,0.2104885917496556,1.7594132446066286,LaMarcus Aldridge,2015,0
2.336612711942069,2.131073276159449,0.9602705427454826,-0.6112640268818068,1.6624589488274382,Kobe Bryant,2015,0
2.2703552219500245,1.960643737785483,1.7612184830549966,0.5285863796069956,1.7378678455445866,Blake Griffin,2015,0
2.2372264769540027,1.903833891660828,-0.09360832608282575,0.2281606910750634,1.8671402399168404,Kyrie Irving,2015,0
2.2372264769540027,0.5972074307937545,-0.09360832608282575,0.18398044276154388,1.3823687610208872,Klay Thompson,2015,0
2.2040977319579804,1.6765945071622064,0.032857138176571175,0.2458327904004707,1.3715960614898663,Dwyane Wade,2015,0
2.1378402419659364,0.19953850792116717,1.508287554536203,0.15747229377343216,1.7594132446066286,Chris Bosh,2015,0
2.1378402419659364,1.0516861997909974,1.0445808522517472,0.11329204545991267,1.7594132446066286,Rudy Gay,2015,0
2.121275869467925,2.4719323529073813,0.4965638404610267,-0.07226499745686928,1.7917313431996926,Damian Lillard,2015,0
1.9721965169858258,0.9380665075416866,0.4965638404610267,-0.25782204037365125,1.716322446482544,DeMar DeRozan,2015,0
1.9556321444878144,0.8244468152923758,1.0024256974986148,0.17514439309883997,2.114912329130328,Jimmy Butler,2015,0
1.9556321444878144,0.25634835404582235,0.07501229292970354,-0.1341173450957966,1.543959253986205,Kevin Martin,2015,0
1.839681537001737,1.2789255842896188,0.623029304720424,0.024931548832873643,1.6516862492964168,Gordon Hayward,2015,0
1.839681537001737,0.08591881567185637,3.152338589908364,0.7141434225237775,1.6301408502343748,Nikola Vucevic,2015,0
1.806552792005715,4.744326197893595,0.4965638404610267,0.37837353534102924,1.6947770474205013,Chris Paul,2015,0
1.7734240470096923,1.2789255842896188,-0.43084956410788455,0.024931548832873643,1.576277352579269,Monta Ellis,2015,0
1.7071665570176482,0.4835877385444439,3.531734982686555,0.4578979823053644,1.6516862492964168,Pau Gasol,2015,0
1.6077803220295817,1.2789255842896188,0.3279432214484976,-0.054592898131461474,1.7917313431996926,Victor Oladipo,2015,0
1.5912159495315708,2.8127914296553134,0.5387189952141592,-0.26665809003635516,1.6624589488274382,Kyle Lowry,2015,0
1.5746515770335596,1.733404353286862,-0.09360832608282575,-0.32851043767528193,1.177687469931485,Derrick Rose,2015,0
1.5580872045355487,4.630706505644285,0.4965638404610267,0.024931548832873643,1.8132767422617344,John Wall,2015,0
1.5249584595395262,1.1084960459156525,1.8455287925612613,0.4578979823053644,1.522413854924163,Marc Gasol,2015,0
1.5083940870415156,0.029108969547200964,1.0445808522517472,0.14863624411072826,1.1345966718074005,Dirk Nowitzki,2015,0
